"latitude","longitude","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
50,7.5,6.06671359855682,5.46273188665509,4.72604463575408,3.59034243738279,2.13587358011864,0.72027315327432,0.559864232491236,1.13341472460888,1.723381789634,4.2835722444579,6.23013682197779,6.92178339231759
50,11.25,7.38427396863699,6.5558900590986,5.95955452881753,4.5821520849131,2.28043437818997,0.704758721985854,0.566135886765551,0.86646260751877,1.79762936895713,4.49121419806033,6.75250561907887,8.29598635900766
50,15,7.68897898960859,6.76697446033359,6.23664641752839,4.73963526310399,1.99964151252061,0.526358910428826,0.308290641987696,0.674661507946439,1.77506926702335,4.06863489188254,6.85634985566139,9.14744082838297
47.5,7.5,5.88334102649242,5.02674677409232,4.65261476347223,3.91332398867235,2.26028040633537,1.04854441888165,0.848039524862543,1.6896219458431,1.49190908996388,3.60403113299981,5.84417344070971,7.2885153349489
47.5,11.25,6.8074288778007,5.99972165655345,5.69674037396908,4.64029116556048,2.50266021466814,1.050216294243,0.625439410214312,1.05688831536099,1.43255327129737,3.86995895532891,6.23517036437988,8.40887927915901
47.5,15,6.59651483874768,5.96526700537652,5.63876505475491,3.97986330790445,1.87875225674361,0.861581510980614,0.545210177369881,0.812629651045427,1.06447886209935,3.25988003751263,5.63689232803881,7.99692026339471
45,7.5,5.90088644530624,5.09827437344939,5.07510291645303,4.36807943042368,2.83335725544021,1.15947778103873,1.02435825392604,2.32372413156554,1.65804490679875,3.55971150565892,6.09473471995443,7.81199117191136
45,11.25,6.5250268438831,5.87340532802045,5.86446288507432,4.76897967746481,2.54082370083779,1.24856667243876,0.675378553569317,1.48476660833694,1.37112638913095,3.64028087351471,6.17263361345977,8.25312361121178
45,15,7.32954496052116,6.51177882682532,6.44877625163645,4.6615163446404,2.38007252337411,1.37357841012999,0.708475965075195,1.25087017659098,1.126843757811,3.40990091208369,6.30676585715264,8.66483179852366
42.5,7.5,5.0314788823016,4.79308655485511,4.96557543519884,4.72399620339274,3.29363909550011,2.10298252059147,2.20581542816944,2.82322730636224,2.17584472848102,4.24051776062697,5.95117346383631,6.85472607146949
42.5,11.25,6.55160648748279,5.98493597935885,6.16508550010622,5.1252604345791,2.75599459419027,2.02399796107784,1.81304856087081,2.85532014677301,1.57354337861761,3.2872156240046,5.99856998305768,8.15453357063234
42.5,15,7.01421587727964,6.25637574121356,6.16831358056515,4.55469391308725,2.66619109315798,1.89126853365451,1.39376428560354,2.78930668719113,1.46826222189702,3.48399494541809,6.18789768777788,8.30470940563828
